Date,SPY,IYR,IWN,EFA,EEM,GSG,TLT,USIG,HYG,VXX,VMFXX
1/1/2015,-0.029629252,0.057131796,-0.042584597,0.006245908,-0.006871989,-0.087117663,0.115611151,0.027457291,0.007031305,0.114566762,9.00E-06
2/1/2015,0.056204597,-0.025975631,0.04643045,0.063377935,0.04407999,0.059390865,-0.063277409,-0.013840498,0.018175766,11.58314427,9.00E-06
3/1/2015,-0.020079801,0.002527767,0.013153984,-0.014285719,-0.014973014,-0.065644503,0.006793831,0.000706169,-0.013715055,-0.072049298,8.00E-06
4/1/2015,0.00983391,-0.048159351,-0.021509556,0.036465701,0.068527284,0.109230726,-0.010275257,-0.011290521,0.004193767,-0.147873552,9.00E-06
5/1/2015,0.012856148,-0.003311258,0.007525519,0.001954552,-0.041044825,-0.021729049,-0.049275648,-0.014184998,-0.000879154,-0.129120864,8.00E-06
6/1/2015,-0.024865019,-0.051561425,0.001277614,-0.047268874,-0.0364786,-0.002362913,-0.0427838,-0.017466066,-0.023209774,-0.933951104,9.00E-06
7/1/2015,0.022147737,0.048339594,-0.031605749,0.020318114,-0.063099446,-0.141639019,0.02758384,0.005618501,-0.009346867,-0.187562208,8.00E-06
8/1/2015,-0.053646916,-0.037824136,-0.060308173,-0.074251276,-0.08943965,0.00275934,0.010190583,-0.012731264,-0.019665833,0.644213136,9.00E-06
9/1/2015,-0.038009677,-0.014585296,-0.02815231,-0.044188786,-0.030177529,-0.059989001,-0.002952519,0.006215773,-0.03420683,-0.046554934,1.50E-05
10/1/2015,0.090297006,0.062306146,0.055160947,0.066120044,0.063758396,-0.000585493,0.00962407,0.00359579,0.02737422,-0.263281237,3.70E-05
